82;54;19;58;58
55;48;56;29;10
48;42;9;49;26
86;12;88;84;30
74;73;87;95;22
48;24;88;2;2
19;77;3;65;76
96;18;98;54;28
4;97;37;51;51
69;92;2;35;96
16;36;10;17;94
23;62;16;30;54
35;47;46;72;71
92;6;43;32;32
63;67;23;45;45
64;9;46;82;72
13;14;56;53;86
28;83;74;30;30
8;64;63;93;34
29;34;2;8;89
34;55;40;64;29
38;50;57;29;29
3;26;28;22;35
77;64;35;9;79
82;77;15;78;3
40;36;34;27;27
74;66;9;86;50
14;98;60;88;76
83;17;87;84;5
95;25;89;28;28
76;27;96;85;65
26;60;32;68;98
67;16;60;63;43
5;49;89;15;15
65;58;63;51;32
43;19;16;68;68
75;51;99;2;76
60;46;66;30;74
33;16;83;92;42
79;35;95;75;28
57;12;27;38;38
87;83;28;2;67
51;52;5;79;6
10;85;26;6;54
41;7;60;65;43
1;77;60;16;97
91;46;79;10;98
43;49;27;51;12
1;41;25;40;49
80;85;28;75;92
20;87;81;16;16
65;42;37;75;75
4;26;91;34;75
77;16;64;50;72
67;58;89;24;24
51;5;46;30;76
30;64;60;79;79
7;83;73;91;40
2;99;95;27;80
54;76;57;2;29
73;53;25;81;3
74;53;60;41;3
79;93;59;34;66
72;88;49;14;95
36;2;68;20;20
60;19;93;98;99
52;70;97;88;8
56;67;22;71;71
72;49;23;26;26
86;82;77;47;17
61;75;71;22;2
8;58;39;18;18
56;9;65;93;98
44;4;23;86;63
64;4;26;40;40
97;88;63;32;77
78;59;13;46;77
73;37;70;16;17
79;76;11;81;2
83;81;70;27;97
93;67;45;54;54
77;83;63;95;73
26;64;89;99;97
35;54;31;72;33
11;96;95;35;84
65;87;2;55;55
78;13;86;66;24
3;28;96;92;33
49;25;61;34;92
90;11;97;63;53
80;88;31;48;11
9;54;98;81;79
11;79;63;44;82
3;25;19;13;13
12;43;98;48;2
51;95;18;92;83
12;48;40;55;65
1;88;93;41;59
92;79;99;33;93
65;43;9;64;77
8;96;37;92;79
60;56;63;52;21
94;34;39;95;95
22;4;78;69;73
17;34;3;42;39
4;36;81;96;60
26;5;76;13;13
17;43;74;54;31
41;78;68;11;70
6;4;82;44;44
13;22;64;83;83
50;20;66;69;18
47;7;29;60;61
70;5;92;53;71
47;4;58;45;32
21;43;90;58;45
14;37;33;71;71
79;66;77;31;8
23;29;1;40;7
13;87;53;64;64
96;4;88;95;17
88;27;24;23;23
97;1;46;78;72
25;63;79;70;75
82;85;7;37;95
59;97;98;69;40
88;99;3;20;96
76;77;12;41;41
45;34;3;39;56
31;70;1;97;95
82;4;28;77;67
88;63;52;55;78
90;48;10;94;70
82;70;37;11;11
88;65;76;9;53
6;10;52;77;98
92;27;79;77;82
12;71;49;4;4
27;72;93;21;84
3;74;42;90;70
93;7;50;65;85
17;77;57;84;16
85;78;90;39;11
49;6;55;67;42
49;22;86;72;72
63;72;19;11;12
59;24;38;42;99
19;48;56;37;37
62;45;23;59;59
24;62;69;73;73
87;73;45;20;20
66;52;2;70;26
5;78;36;94;84
15;18;23;60;24
12;59;33;14;14
70;7;60;67;27
62;8;64;42;12
35;20;14;16;8
29;59;86;94;94
12;51;41;31;11
46;97;34;57;94
99;75;71;1;22
8;34;44;43;27
91;28;34;83;80
49;76;97;15;7
71;21;85;63;82
73;59;1;97;64
75;21;78;87;63
32;6;19;35;37
81;28;7;61;53
20;87;24;36;27
78;4;66;71;27
64;24;46;62;2
28;10;48;11;80
7;71;96;59;76
23;42;46;14;69
2;30;35;74;74
39;78;68;96;67
14;57;71;58;55
38;4;32;59;56
57;35;68;99;99
66;46;87;72;39
26;94;80;97;72
92;53;21;63;66
16;41;13;67;67
72;15;1;89;48
88;18;75;51;89
22;48;56;65;65
65;48;55;17;67
39;44;51;48;54
29;75;46;49;74
69;67;63;27;19
77;53;30;85;85
51;74;71;77;77
89;60;53;54;54
19;39;29;34;2
61;28;69;82;77
85;19;83;89;48
45;70;62;61;37
74;13;96;36;36
55;25;83;52;52
95;97;6;68;5
8;54;83;35;90
82;3;92;78;78
83;33;48;69;36
12;41;89;81;39
86;27;63;18;94
49;6;60;92;87
69;41;95;6;92
3;56;46;58;90
13;22;94;71;71
40;6;27;57;52
72;60;82;11;96
48;60;50;66;66
1;81;99;67;29
89;1;30;43;71
43;67;73;66;15
58;88;92;65;65
68;2;55;75;31
56;78;47;46;46
4;90;1;50;47
86;47;64;25;25
11;20;21;15;2
73;55;49;58;8
48;81;38;43;20
10;88;74;2;2
58;4;31;76;76
89;90;59;70;19
55;56;37;11;42
31;99;1;60;4
67;3;50;24;24
43;71;84;92;87
91;95;16;4;1
10;67;4;57;52
81;67;8;63;48
47;90;54;80;50
59;61;5;82;96
52;4;63;93;79
68;33;51;7;66
70;87;73;1;33
9;47;29;59;59
96;62;19;18;90
17;45;94;37;92
46;94;5;2;2
99;52;75;40;40
5;26;44;38;49
38;19;13;58;58
68;24;90;89;89
59;41;78;28;40
8;92;76;38;38
90;98;34;1;74
42;87;79;81;34
13;77;57;63;63
46;6;62;92;94
27;96;90;63;63
5;20;71;61;61
27;96;87;92;7
76;98;17;86;86
81;34;76;82;75
16;33;81;50;39
72;29;57;75;75
89;56;78;14;31
38;72;68;54;8
54;58;41;76;76
47;78;1;75;36
38;7;89;14;9
24;50;72;51;20
58;13;59;3;62
91;37;60;97;2
23;88;65;81;81
53;85;47;6;82
76;84;3;51;47
24;5;28;29;9
99;95;93;83;83
1;38;48;16;50
19;77;85;58;55
67;69;48;15;53
4;74;54;60;90
90;80;98;11;48
32;75;69;92;92
93;82;46;81;39
36;90;50;35;35
99;63;13;94;67
22;54;12;76;58
54;92;66;32;24
3;85;80;53;43
73;83;85;69;16
14;56;36;62;63
84;6;89;23;83
54;1;3;23;48
15;39;69;4;4
34;6;14;27;27
98;50;97;3;91
28;9;78;12;12
10;14;71;97;97
61;27;8;69;14
3;79;72;54;74
69;78;18;85;85
1;20;64;17;63
50;1;65;27;70
96;74;69;15;79
27;4;11;62;41
95;77;41;14;14
15;89;85;94;44
85;56;80;62;14
7;59;55;79;58
1;66;43;41;50
80;12;69;63;94
82;5;94;56;60
45;87;79;61;61
79;16;77;56;6
38;37;79;16;66
14;58;99;63;49
51;53;57;46;18
72;28;86;94;15
81;63;80;88;24
93;82;95;35;85
43;38;97;32;65
21;68;60;64;91
37;89;13;94;97
70;10;52;44;64
41;62;67;25;25
27;45;74;58;1
7;1;21;20;17
91;22;35;85;85
8;70;40;6;6
35;3;81;30;30
53;43;18;86;86
41;9;70;71;82
56;66;63;34;34
95;15;83;79;80
68;80;19;66;64
39;29;96;77;77
39;99;13;15;15
83;86;52;84;75
58;87;86;60;60
49;38;65;78;78
18;31;66;39;19
22;37;49;19;19
89;34;73;63;63
39;16;54;52;52
74;19;55;56;56
59;3;66;43;36
59;62;44;22;22
51;4;20;49;41
85;68;25;2;87
27;35;64;17;17
57;97;38;2;2
81;89;18;84;49
40;47;2;61;39
54;83;2;61;55
18;82;84;70;52
18;76;85;58;56
92;36;10;17;17
33;64;98;41;92
80;88;79;23;63
73;15;25;91;91
37;10;81;69;69
9;50;11;22;22
91;79;62;94;22
99;54;64;92;92
10;4;80;87;38
64;53;61;23;66
68;59;60;34;12
71;3;95;52;73
76;58;85;50;69
60;3;71;89;89
24;72;64;67;67
72;52;38;74;7
63;33;27;4;77
94;77;68;2;47
89;91;80;37;93
82;5;94;57;59
7;22;10;71;13
71;67;33;52;5
90;68;76;7;50
11;49;65;23;10
72;37;36;81;80
79;93;39;34;13
13;34;62;24;24
91;67;86;98;24
23;60;70;55;83
97;71;52;42;48
69;29;77;92;92
4;22;42;29;41
46;73;38;9;9
38;43;16;34;9
70;12;17;10;10
88;72;31;79;3
3;7;97;28;80
99;55;5;74;53
7;91;82;53;53
15;86;64;46;46
7;49;54;30;31
56;44;75;54;50
65;69;63;57;57
85;92;95;38;79
94;98;86;62;62
70;15;39;16;16
12;25;34;11;51
11;94;95;79;39
87;13;83;62;62
10;73;81;79;30
90;85;47;50;18
52;80;30;41;41
80;13;77;71;38
38;83;28;27;27
85;29;8;40;58
29;78;61;34;34
6;77;82;19;43
70;52;44;73;10
30;20;49;50;50
51;12;48;14;14
98;82;75;18;18
77;6;45;40;93
88;81;14;2;85
51;94;47;97;97
54;10;23;95;95
82;16;44;86;90
76;93;14;81;81
51;22;6;7;7
47;45;13;37;37
77;54;47;67;7
64;34;52;18;76
8;64;44;71;50
60;71;59;61;46
74;73;71;12;4
51;81;41;62;90
1;35;63;26;26
8;78;37;72;65
14;41;51;18;18
57;89;81;49;60
26;49;67;42;42
82;4;28;68;76
87;32;11;96;96
84;72;46;94;38
71;58;65;6;91
84;10;69;49;57
78;66;12;37;37
4;10;80;18;12
88;55;19;86;73
1;48;29;15;62
43;83;82;88;16
83;22;84;59;70
26;21;66;4;4
20;33;45;35;35
55;39;52;32;47
85;86;46;75;17
23;21;28;98;33
98;99;19;62;62
92;82;9;8;32
24;2;6;60;79
75;98;54;84;5
96;1;9;88;26
17;52;9;39;39
22;76;40;56;56
56;11;31;91;7
37;69;73;15;70
97;8;92;23;95
77;14;91;59;74
92;89;37;99;91
92;3;94;24;78
27;2;68;34;34
33;69;87;84;97
38;46;97;41;41
21;83;4;44;36
19;97;81;82;69
59;20;65;89;89
95;77;97;19;23
14;22;12;23;98
71;42;73;74;19
47;83;57;16;27
42;25;97;18;18
89;99;80;51;11
65;95;20;11;11
12;88;71;94;53
85;57;90;89;89
71;74;18;85;97
33;72;21;13;13
86;56;73;17;77
61;5;62;47;26
51;23;88;80;68
45;94;18;70;32
21;98;94;48;96
21;36;11;94;94
35;59;85;67;78
65;64;62;24;76
44;53;63;2;33
11;57;20;56;56
25;32;15;6;6
63;78;58;4;43
38;26;61;31;25
93;43;49;45;45
6;34;64;74;74
90;6;82;9;9
25;53;2;99;99
5;84;57;50;71
14;83;53;82;95
30;34;11;31;29
84;67;69;24;1
84;3;67;90;35
32;91;77;94;6
30;32;6;20;35
3;5;18;27;89
84;55;85;61;61
58;56;22;15;15
81;70;46;49;49
16;11;58;59;59
39;46;27;7;40
28;63;69;90;8
76;80;59;79;3
77;71;19;80;26
10;50;75;8;8
27;87;8;97;96
71;28;31;73;75
59;18;72;79;87
77;46;95;11;11
55;65;32;9;61
25;46;56;16;95
32;94;21;93;13
94;79;97;73;87
11;79;55;53;53
17;5;66;64;9
25;12;1;94;68
79;58;78;70;70
49;85;68;28;56
77;59;3;11;11
10;28;24;2;83
24;61;34;65;13
87;11;71;41;78
15;56;43;23;91
5;25;32;79;79
85;56;55;77;9
63;82;2;38;38
93;24;22;47;56
11;7;14;20;20
12;77;89;1;1
83;14;62;68;64
68;27;35;94;52
92;83;11;84;84
87;78;84;91;79
69;8;62;91;30
66;9;15;48;48
40;17;63;58;62
99;68;36;50;50
12;4;63;24;74
1;84;57;61;52
45;60;9;84;84
74;7;72;33;57
49;65;72;48;96
76;86;25;27;27
61;36;43;45;1
38;65;36;58;58
51;53;45;31;40
40;5;69;57;51
77;67;79;6;6
52;65;19;71;63
20;87;80;49;30
14;32;85;23;9
5;66;44;54;54
81;94;54;78;78
6;4;98;53;53
1;76;59;88;43
79;56;78;52;14
18;87;96;83;76
75;90;71;24;79
8;67;95;16;16
2;44;55;93;91
70;79;99;7;43
30;89;87;75;94
50;49;4;69;80
7;22;80;93;85
79;45;14;88;80
74;62;13;64;87
29;79;67;72;80
56;94;90;54;6
21;63;15;40;40
27;20;76;57;36
94;71;50;95;55
54;66;94;1;1
91;89;17;92;92
39;95;30;2;4
73;61;52;9;51
53;10;74;61;84
46;51;49;14;59
5;36;88;63;87
75;56;1;58;38
76;91;45;68;97
80;89;12;47;75
65;81;36;70;10
88;24;96;89;63
59;93;69;24;70
5;63;97;75;66
51;22;38;81;45
55;68;73;93;5
71;60;94;31;31
71;50;4;39;76
98;50;75;24;91
50;2;32;20;20
2;20;75;71;81
80;19;66;98;88
71;83;1;44;93
43;56;1;22;47
51;97;46;15;39
39;8;51;94;94
17;64;55;16;16
54;6;46;34;40
54;1;74;49;47
23;72;97;58;42
61;69;78;33;33
15;61;65;82;26
34;46;60;29;29
18;68;89;98;75
33;60;4;81;77
86;70;76;23;33
75;55;69;64;88
99;50;35;51;17
9;87;91;78;35
69;65;64;98;1
62;71;83;94;14
39;32;40;12;33
52;1;98;84;62
60;11;84;51;79
4;24;52;26;26
33;4;57;31;67
63;77;12;73;40
54;14;25;84;84
38;36;39;16;6
2;90;47;44;44
19;37;95;5;5
23;61;47;56;56
8;52;99;88;76
89;22;26;87;87
79;59;26;51;51
39;34;33;98;98
47;77;9;99;99
4;30;10;11;11
87;16;22;21;79
34;52;83;32;32
26;3;91;96;66
3;71;64;70;70
3;58;79;30;9
97;67;2;37;94
91;90;30;54;54
17;69;52;93;83
80;57;68;49;7
32;62;77;7;19
99;97;31;98;65
54;5;69;26;68
99;82;19;38;38
66;87;49;28;28
97;40;32;73;73
82;98;49;33;33
30;75;90;65;65
21;49;76;81;78
90;61;77;74;16
37;32;70;42;42
23;74;85;75;1
46;48;98;26;20
71;4;92;40;40
60;62;79;3;42
67;11;6;71;10
66;87;57;95;4
27;23;21;26;26
43;12;64;63;46
40;7;93;75;97
62;11;47;88;88
75;80;60;29;29
49;86;76;59;6
36;57;81;89;97
74;53;98;77;4
43;1;6;70;70
14;65;45;21;21
51;22;82;11;37
3;94;96;52;52
99;27;54;44;75
69;15;60;65;1
39;33;38;50;5
97;39;93;85;94
40;95;88;32;94
22;38;29;1;9
7;68;18;71;70
48;99;39;7;65
20;95;25;27;81
49;40;26;78;73
10;56;62;48;40
89;52;46;16;16
30;69;59;75;92
23;25;33;19;10
62;11;43;45;64
77;50;82;12;61
60;45;68;20;20
88;38;66;89;46
62;24;63;87;77
87;34;77;72;72
66;82;42;11;84
85;44;89;79;79
86;3;64;43;55
73;66;12;51;53
62;36;47;91;84
88;22;4;17;17
25;40;8;10;41
22;41;79;20;6
53;62;5;40;41
92;26;97;76;82
34;71;45;60;78
78;66;11;59;26
51;47;94;43;18
80;25;42;38;38
27;92;88;84;66
60;4;78;90;97
75;50;83;88;16
59;50;21;56;54
31;1;20;77;47
49;64;61;56;19
6;74;72;58;30
30;40;63;86;86
58;87;15;69;92
60;40;98;78;78
98;27;89;93;68
87;47;86;52;52
62;64;84;45;45
56;16;60;74;68
22;54;63;81;40
2;31;83;39;39
46;61;44;58;13
5;26;87;72;86
82;18;62;67;67
32;60;70;79;75
62;65;86;3;3
74;41;67;9;58
31;71;24;91;73
64;60;90;58;1
1;82;78;96;34
81;98;58;43;2
83;79;84;26;66
88;99;40;80;80
39;15;25;33;75
82;62;85;23;72
50;57;44;29;56
79;33;14;82;83
78;49;74;77;22
13;42;64;94;94
32;20;11;54;16
95;80;7;81;43
91;87;49;5;56
51;99;89;1;38
39;49;71;55;30
48;93;35;49;49
87;12;1;3;62
83;70;96;33;32
47;85;70;77;12
87;81;80;14;41
5;17;28;73;47
42;90;75;58;18
75;45;51;44;44
48;47;58;1;31
68;22;5;52;62
78;71;56;45;45
76;53;77;22;69
87;22;57;86;93
63;11;76;38;38
42;3;66;30;30
65;56;42;69;82
13;33;4;54;99
83;9;43;11;66
77;9;83;5;5
93;19;96;47;99
75;70;48;42;5
41;95;33;60;60
13;50;10;71;49
77;14;63;80;48
26;84;78;74;92
25;54;68;55;31
59;67;71;38;11
88;87;21;98;98
90;98;92;35;84
61;2;75;80;80
35;92;37;29;18
17;15;19;48;77
60;77;83;49;10
39;71;44;33;33
93;68;24;91;91
38;64;7;4;15
26;3;67;97;97
86;63;90;64;64
43;51;49;16;3
86;93;62;44;83
81;56;47;44;44
57;70;19;29;29
2;33;80;85;97
79;6;91;28;28
31;52;41;42;5
13;67;57;84;59
50;40;92;21;64
29;83;11;81;78
83;65;41;19;19
74;96;53;69;69
18;83;76;3;41
95;48;5;3;9
86;64;59;42;71
78;83;72;55;55
17;83;52;95;95
99;18;3;90;13
40;77;80;60;60
70;81;73;59;20
74;89;96;71;21
52;47;27;74;74
2;13;21;17;16
5;72;84;83;23
73;51;96;41;70
52;74;21;99;99
78;17;95;75;71
33;38;13;74;74
70;56;52;76;13
55;32;81;53;53
13;24;72;76;48
92;42;81;78;9
23;12;55;73;73
64;43;18;79;81
29;30;3;39;39
77;68;99;23;61
7;28;60;44;44
24;80;50;10;96
73;24;77;78;90
38;15;8;4;2
51;29;44;81;81
17;92;43;73;73
51;3;52;72;72
6;79;81;67;28
9;62;61;94;83
86;18;58;69;74
44;73;25;32;32
42;2;27;5;20
41;30;3;73;73
47;23;43;25;95
92;84;78;30;4
31;50;10;84;84
31;4;34;5;5
35;94;91;99;11
78;60;1;19;71
90;99;94;74;30
94;67;17;99;71
29;93;76;75;30
9;8;3;81;81
79;95;58;65;6
48;58;46;49;64
63;74;18;67;84
10;95;84;96;33
9;24;73;33;3
39;89;68;13;1
34;1;92;82;70
71;92;99;18;65
77;19;99;56;91
35;24;60;52;77
88;55;27;6;6
62;57;31;69;9
14;66;85;73;98
29;67;82;35;54
94;69;34;47;47
68;87;9;43;77
14;48;57;15;17
85;21;83;74;74
